district,name,abbreviated_name,address,chief,phone,fax,email,mo,inn,ogrn,note
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 172 Калининского района Санкт-Петербурга,ГБОУ СОШ № 172 Калининского района Санкт-Петербурга," Санкт-Петербург, Демьяна Бедного улица, дом 12, корпус 2",Директор: Ануфриева Тамара Федоровна,8-812-417-34-14,8-812-558-96-63,gousosh172@mail.ru,Муниципальный округ Северный,7804137953,1027802499944,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №175 Калининского района Санкт-Петербурга,ГБОУ СОШ №175 Калининского района Санкт-Петербурга," Санкт-Петербург, Просвещения проспект, дом 106, корпус 2, литера А",Директор: Литвякова Марина Витальевна,8-812-417-24-48,8-812-417-24-48,school175@bk.ru,Муниципальный округ 21,7804134977,1027802499328,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №176 Калининского района Санкт-Петербурга,ГБОУ СОШ №176 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ушинского улица, дом 13, литера А",Директор: Биланюк Ирина Валерьевна,8-812-590-12-58,8-812-590-12-58,school76@list.ru,Муниципальный округ 21,7804139189,1027802496765,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей №179 Калининского района Санкт-Петербурга,ГБОУ лицей №179 Калининского района Санкт-Петербурга," Санкт-Петербург, Ушинского улица, дом 35, корпус 2, литера А",Директор: Батова Людмила Анатольевна,8-812-417-50-88,8-812-417-50-88,lyceum179spb@mail.ru,Муниципальный округ 21,7804148916,1027802497337,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №184 Калининского района Санкт-Петербурга,ГБОУ СОШ №184 Калининского района Санкт-Петербурга," Санкт-Петербург, Верности улица, дом 38, корпус 4, литера А",Директор: Максимчук Владимир Михайлович,8-812-417-34-65,8-812-417-34-68,s.184@mail.ru,Муниципальный округ Пискаревка,7804139566,1027802499295,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 186 Калининского района Санкт-Петербурга,ГБОУ СОШ № 186 Калининского района Санкт-Петербурга," Санкт-Петербург, Замшина улица, дом 58, корпус 2",Директор: Журавлёва Ольга Витальевна,8-812-417-24-12,8-812-417-24-12,school186@mail.ru,Муниципальный округ Финляндский,7804139855,1027802497557,
Калининский район,"Государственное бюджетное общеобразовательное учреждение гимназия №192 Калининского района Санкт-Петербурга ""Брюсовская гимназия""","ГБОУ гимназия №192 ""Брюсовская гимназия"""," Санкт-Петербург, Брюсовская улица, дом 10, литера А",Директор: Масленникова Светлана Александровна,8-812-417-53-81,8-812-417-53-80,school@g192.spb.ru,Муниципальный округ Пискаревка,7804086201,1027802499119,
Калининский район,Государственное бюджетное общеобразовательное учреждение общеобразовательное учреждение общеобразовательная школа №220 Калининского района Санкт-Петербурга,ГБОУ общеобразовательная школа №220,"Санкт-Петербург, Бестужевская улица, дом 3, корпус 4",Королькова Елена Владимировна,8-911-788-91-31,8-911-788-91-31,school220spb@yandex.ru,Муниципальный округ Гражданка,7804610400,1177847375562,
Калининский район,Государственное бюджетное общеобразовательное учреждение лицей №470 Калининского района Санкт-Петербурга,ГБОУ лицей №470 Калининского района Санкт-Петербурга,"Санкт-Петербург, Бутлерова улица, дом 22, литера А",Директор: Винокурова Ольга Луиновна,8-812-535-07-94,8-812-535-07-94,gymn470@gymn470.ru,Муниципальный округ Гражданка,7804139157,1027802497304,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №473 Калининского района Санкт-Петербурга,ГБОУ СОШ №473 Калининского района Санкт-Петербурга," Санкт-Петербург, Верности улица, дом 28, корпус 4",Директор: Ситникова Валентина Петровна,8-812-535-44-34,8-812-535-44-34,School473-2006@mail.ru,Муниципальный округ Гражданка,7804139164,1027802499218,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №514 Калининского района Санкт-Петербурга,ГБОУ СОШ №514 Калининского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Непокорённых, дом 12/2, литера А",Директор: Порошин Валерий Иванович,8-812-417-28-63,8-812-417-28-63,school514@bk.ru,Муниципальный округ Академическое,7804135868,1027802499163,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 535 Калининского района Санкт-Петербурга,ГБОУ СОШ №535 Калининского района Санкт-Петербурга,"Санкт-Петербург, Софьи Ковалевской улица, дом 13, корпус 6, литера А",Директор: Никифорова Марина Александровна,8-812-533-16-63,8-812-533-16-63,school535@mail.ru,Муниципальный округ Гражданка,7804090575,1027802500725,
Калининский район,Государственное бюджетное общеобразовательное учреждение школа № 561 Калининского района Санкт-Петербурга,ГБОУ школа № 561 Калининского района Санкт-Петербурга," Санкт-Петербург, Карпинского улица, дом 38, корпус 8",Директор: Карьянова Елена Ивановна,8-812-417-33-66,8-812-299-48-51,school561@mail.ru,Муниципальный округ Гражданка,7804130820,1027802499196,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 619 Калининского района Санкт-Петербурга,Школа №619,"Санкт-Петербург, Демьяна Бедного улица, дом 4, корпус 2",Директор: Байкова Ирина Григорьевна,8-812-290-00-94,8-812-417-51-17,school619@mail.ru,Муниципальный округ 21,7804085825,1027802506071,
Калининский район,Государственное бюджетное общеобразовательное учреждение Центр образования № 633 Калининского района Санкт-Петербурга,ГБОУ ЦО №633 Калининского района Санкт-Петербурга,"Санкт-Петербург, Науки проспект, дом 24, корпус 3",Директор: Лебедев Дмитрий Владимирович,8-812-417-22-13,8-812-417-22-13,school633@list.ru,Муниципальный округ Гражданка,7804067174,1027802497546,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №653 с углубленным изучением иностранных языков (хинди и английского) Калининского района Санкт-Петербурга имени Рабиндраната Тагора,ГБОУ СОШ №653 Калининского района Санкт-Петербурга имени Рабиндраната Тагора," Санкт-Петербург, Мечникова проспект, дом 5, корпус 1, литера А",Директор: Шубина Елена Николаевна,8-812-417-34-27,8-812-417-34-27,it653@mail.ru,Муниципальный округ Пискаревка,7804093336,1027802497447,
Калининский район,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 692 Калининского района Санкт-Петербурга,ГБОУ СОШ № 692 Калининского района Санкт-Петербурга," Санкт-Петербург, Демьяна Бедного улица, дом 6, корпус 2, литера А",Директор: Маврина Ирина Анатольевна,8-812-558-51-03,8-812-558-51-03,shkr692@mail.ru,Муниципальный округ Северный,7804151355,1027802498877,
Калининский район,"Академический лицей ""Физико-техническая школа"" федерального государственного бюджетного учреждения высшего образования и науки ""Санкт-Петербургский национальный исследовательский Академический университет Российской академии наук""",Лицей ФТШ СПбАУ РАН," Санкт-Петербург , Хлопина улица, дом 8, корпус 3, литера А",Директор: Иванов Михаил Георгиевич,7-812-534-58-17,7-812-534-58-17,director@school.ioffe.ru,Муниципальный округ Академическое,7804161723,1027802511879,
Калининский район,"Естественно-научный лицей федерального государственного автономного образовательного учреждения высшего образования ""Санкт-Петербургский политехнический университет Петра Великого""",Естественно-научный лицей СПбПУ," Санкт-Петербург, Политехническая улица, дом 29",Директор: Байбиков Роман Анатольевич,8-812-550-02-69,8-812-550-02-69,enlspb@mail.ru,Муниципальный округ Академическое,7804040077,1027802505279,
Калининский район,"Частное образовательное учреждение высшего образования ""Санкт-Петербургский Институт экономики и управления""","ЧОУ ВО ""СПбИЭУ""","Санкт-Петербург, Лабораторная улица, дом 15",Директор: Кирдяшкин Алексей Вячеславович,8-812-232-00-45,8-812-237-17-56,spo-2007@yandex.ru,Муниципальный округ Кронверкский,7804038751,1027802520602,
Калининский район,"Санкт-Петербургское государственное бюджетное образовательное учреждение среднего профессионального образования ""Колледж олимпийского резерва №1""","СПб ГБОУ СПО ""КОР №1"""," Санкт-Петербург, Гжатская улица, дом 4",Директор: Гусаков Михаил Анатольевич,5-490-534-49-02,5-490-534-49-02,SPBKOR-1@YANDEX.RU,Муниципальный округ Гражданка,7804029740,1027802519370,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа № 93 Пушкинского района Санкт-Петербурга,ГБОУ школа № 93 Пушкинского района Санкт-Петербурга,"196626, Санкт-Петербург, п. Шушары, Школьная ул., д. 19",Яшина Татьяна Владимировна,+7(812)6111331,+7(812)6111331,shushari93school@gmail.com,поселок Шушары,7820337251,1147847205681,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 257 Пушкинского района Санкт-Петербурга,ГБОУ средняя школа № 257 Пушкинского района Санкт-Петербурга,"196657, Санкт-Петербург, п. Шушары, Новая Ижора, Волховская ул. д. 3",Иванов Александр Юрьевич,+7(812)3209334,+7(812)3209334,school257@list.ru,поселок Шушары,7820331475,1137847052419,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 297 Пушкинского района Санкт-Петербурга,ГБОУ школа № 297 Пушкинского района,"196634, Санкт-Петербург, п. Шушары, Детскосельский, Центральная ул., д.6",Михайлова Татьяна Анатольевна,+7(812)4176066,+7(812)4176066,School297@mail.ru,поселок Шушары,7820020550,1027809003530,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 315 Пушкинского района Санкт-Петербурга,ГБОУ школа № 315 Пушкинского района Санкт-Петербурга,"196621, Санкт-Петербург, г. Павловск, ул. Декабристов, д.16",Миренкова Алина Александровна,+7(812)4176053,+7(812)4176053,school_315@mail.ru,город Павловск,7820023657,1027809003562,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 335 Пушкинского района Санкт-Петербурга,ГБОУ школа № 335 Пушкинского района Санкт-Петербурга,"196603, Санкт-Петербург, г. Пушкин, Красносельское ш., д.14, к.3",Чулицкая Ирина Петровна,+7(812)4107001,+7(812)4107001,school335@list.ru,город Пушкин,7820314159,1089847102817,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 403 Пушкинского района Санкт-Петербурга,ГБОУ школа № 403 Пушкинского района Санкт-Петербурга,"196601, Санкт-Петербург, г. Пушкин, Софийский бульвар, д.9/1, литера А",Панфилова Наталья Владимировна,+7(812)4176016,+7(812)4176016,schl403@mail.ru,город Пушкин,7820020712,1027809003540,
Пушкинский,Государственное бюджетное общеобразовательное учреждение гимназия №406 Пушкинского района Санкт-Петербурга,ГБОУ гимназия № 406 Пушкинского района Санкт-Петербурга,"196600, Санкт-Петербург, Пушкин, Леонтьевская улица 10, литера А",Штерн Валентина Витальевна,+7(812)4665853,+7(812)4665853,gymnasium406@gmail.com,город Пушкин,7820020590,1027809005454,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 407 Пушкинского района Санкт-Петербурга,ГБОУ школа № 407 Пушкинского района Санкт-Петербурга,"196605, Санкт-Петербург, г. Пушкин, ул. Генерала Хазова, д. 18 ",Тарелкина Ольга Владимировна,+7(812)4768349,+7(812)4768349,Push407@yandex.ru,город Пушкин,7820020568,1027809003551,
Пушкинский,Государственное бюджетное общеобразовательное учреждение лицей № 408 Пушкинского района Санкт-Петербурга,ГБОУ лицей № 408 Пушкинского района Санкт-Петербурга,"196608, Санкт-Петербург, г. Пушкин, ул. Железнодорожная, д.54",Кураченкова Изабелла Ханоновна,+7(812)4701511,+7(812)4701511,bd408@mail.ru,город Пушкин,7820020624,1027809007940,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 409 Пушкинского района Санкт-Петербурга,ГБОУ школа № 409 Пушкинского района Санкт-Петербурга,"196603, Санкт-Петербург, г. Пушкин, Красносельское ш., д.9",Митрофанова Ольга Валерьевна,+7(812)4652665,+7(812)4652665,school409.spb@yandex.ru,город Пушкин,7820020744,1027809003584,
Пушкинский,Государственное бюджетное общеобразовательное учреждение лицей № 410 Пушкинского района Санкт-Петербурга,ГБОУ лицей № 410 Пушкинского района Санкт-Петербурга,"196602, Санкт-Петербург, г. Пушкин, Кедринская ул., д.10",Ткачева Ольга Ильинична,+7(812)4515826,+7(812)4515826,school@school410.spb.ru,город Пушкин,7820020600,1027809003507,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 459 Пушкинского района Санкт-Петербурга,ГБОУ школа № 459 Пушкинского района Санкт-Петербурга,"196626, Санкт-Петербург, п. Шушары, Первомайская ул., д.6",Суенкова Александра Валентиновна,+7(812)4511580,+7(812)4511580,gou459@ya.ru,поселок Шушары,7820020582,1027809003617,
Пушкинский,Государственное бюджетное общеобразовательное учреждение основная общеобразовательная школа № 460 Пушкинского района Санкт-Петербурга,ГБОУ ООШ № 460 Пушкинского района Санкт-Петербурга,"196627, Санкт-Петербург, п. Шушары, Ленсоветовский, д.19 лит. А",Макарова Галина Валентиновна,+7(812)7464645,+7(812)7464645,school460M@yandex.ru,поселок Шушары,7820020575,1027809003628,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 462 Пушкинского района Санкт-Петербурга,ГБОУ школа № 462 Пушкинского района Санкт-Петербурга,"196631, Санкт-Петербург, п. Александровская, Волхонское ш., д.32",Сорокина Татьяна Владимировна,+7(812)4513624,+7(812)4513624,alshock462@mail.ru,поселок Александровская,7820020737,1027809003573,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 464 Пушкинского района Санкт-Петербурга,ГБОУ школа № 464 Пушкинского района Санкт-Петербурга,"196620, Санкт-Петербург, г. Павловск, ул. Мичурина, д.17",Киселева Любовь Анатольевна,+7(812)4522274,+7(812)4522274,school-464@yandex.ru,город Павловск,7822005653,1027809003529,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа № 477 Пушкинского района Санкт-Петербурга,ГБОУ школа № 477 Пушкинского района Санкт-Петербурга,"196607, Санкт-Петербург, г. Пушкин, Школьная ул., д. 55",Петрова Ольга Владимировна,+7(812)4175740,+7(812)4175740,school477@yandex.ru,город Пушкин,7820020649,1027809003496,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа № 500 Пушкинского района Санкт-Петербурга,ГБОУ школа № 500 Пушкинского района Санкт-Петербурга,"196601, Санкт-Петербург, г. Пушкин, Госпитальная ул., д.24",Базина Надежда Геннадьевна,+7(812)5739861,+7(812)5739861,scl500@mail.ru,город Пушкин,7820020617,1027809003518,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 511 Пушкинского района Санкт-Петербурга,ГБОУ средняя школа № 511 Пушкинского района Санкт-Петербурга,"196608, Санкт-Петербург, п. Шушары, Колпинское шоссе, дом 20, корпус 3",Короваева Лариса Евгеньевна,+7(812)6103644,+7(812)6103644,scl511@mail.ru,поселок Шушары,7820326242,1117847398338,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 530 с углубленным изучением предметов естественно-математического цикла Пушкинского района Санкт-Петербурга,ГБОУ школа № 530 Пушкинского района Санкт-Петербурга,"196608, Санкт-Петербург, г. Пушкин, бульвар Алексея Толстого, д.42",Прус Жанна Ивановна,+7(812)4705328,+7(812)4705328,sch530@mail.ru,город Пушкин,7820020751,1027809002968,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 552 Пушкинского района Санкт-Петербурга,ГБОУ школа № 552 Пушкинского района Санкт-Петербурга,"196605, Санкт-Петербург, г. Пушкин, ул. Генерала Хазова, д.7",Кузнецова Алла Анатольевна,+7(812)4650214,+7(812)4650214,school_552@mail.ru,город Пушкин,7820020631,1027809003639,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа № 604 Пушкинского района Санкт-Петербурга,ГБОУ № 604 Пушкинского района Санкт-Петербурга,"196634, Санкт-Петербург, п. Шушары, Славянка, ул. Изборская, д. 4, корп. 2",Дерипаска Елена Ивановна,+7(812)3204867,+7(812)3204867,shkola604@yandex.ru,поселок Шушары,7820337212,1147847199202,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 606 с углубленным изучением английского языка Пушкинского района Санкт-Петербурга,ГБОУ школа № 606 Пушкинского района Санкт-Петербурга,"196600, Санкт-Петербург, г. Пушкин, Московская ул., д. 2/13",Шмулевич Марина Михайловна,+7(812)4176021,+7(812)4176021,606-school@mail.ru,город Пушкин,7820020705,1027809003606,
Пушкинский,Государственное бюджетное общеобразовательное учреждение основная общеобразовательная школа № 607 Пушкинского района Санкт-Петербурга,ГБОУ школа № 607 ,"196622, Санкт-Петербург, г. Пушкин, Лесное, д. 12",Шамина Любовь Николаевна,+7(812)4903068,+7(812)4903068,Liubov.shamina@yandex.ru,город Пушкин,7820020720,1027809003595,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 638 Пушкинского района Санкт-Петербурга,ГБОУ школа № 638 Пушкинского района Санкт-Петербурга,"196620, Санкт-Петербург, Павловск, Берёзовая улица 13, литера А",Урюпина Наталья Михайловна,+7(812)4521164,+7(812)4521164,school638p@mail.ru,город Павловск,7820023689,1027809007380,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа № 645 Пушкинского района Санкт-Петербурга,ГБОУ школа № 645 Пушкинского района Санкт-Петербурга,"196634, Санкт-Петербург, п. Шушары, Славянка, Ростовская ул. д.23, корп. 2",Иванова Маргарита Михайловна,+7(812)3206950,+7(812)3206950,school645.spb@mail.ru,поселок Шушары,7820337205,1147847198091,
Пушкинский,Государственное бюджетное общеобразовательное учреждениешкола № 449 Пушкинского района Санкт-Петербурга,ГБОУ школа № 449 Пушкинского района Санкт-Петербурга,"196608, Санкт-Петербург, г. Пушкин, Ленинградская ул., д.2",Аксенова Ольга Вячеславовна,+7(812)4176285,+7(812)4176285,school650@mail.ru,город Пушкин,7820020543,1027809008974,
Пушкинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 695 «Радуга» Пушкинского района Санкт-Петербурга,"ГБОУ школа № 695 ""Радуга"" Пушкинского района Санкт-Петербурга","196602, Санкт-Петербург, г. Пушкин, Артиллерийская ул., д.7/20, лит. А",Етчо Наталья Александровна,+7(812)4655691,+7(812)4655691,raduga695@mail.ru,город Пушкин,7820020261,1027809005850,
Пушкинский,Государственное бюджетное общеобразовательное учреждение кадетская школа Пушкинского района Санкт-Петербурга,ГБОУ кадетская школа Санкт-Петербурга,"196620, Санкт-Петербург, г. Павловск, ул. Декабристов, д.14",Дмитренко Владимир Викторович,+7(812)452 39 03,+7(812)452 39 03,pkschool@mail.ru,город Павловск,7820300910,1047855063849,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа-интернат № 8 Пушкинского района Санкт-Петербурга,ГБОУ школа-интернат № 8 Пушкинского района Санкт-Петербурга,"196620, Санкт-Петербург, г. Павловск, переулок Мичурина, д.19, литер А",Смирнова Валентина Петровна,+7(812)4172832,+7(812)4172832,8internat@gmail.com,город Павловск,7822005621,1027809009997,
Пушкинский,Государственное бюджетное общеобразовательное учреждение школа-интернат № 16 Пушкинского района Санкт-Петербурга,ГБОУ школа-интернат № 16 Пушкинского района Санкт-Петербурга,"196600, Санкт-Петербург, г. Пушкин, Пушкинская ул., д. 49 ",Станпакова Светлана Дмитриевна,+7(812)4517728,+7(812)4517728,shkola-internat16@yandex.ru,город Пушкин,7820020695,1027809009161,
Пушкинский,"Государственное бюджетное общеобразовательное учреждение школа-интернат № 67 Пушкинского района Санкт-Петербурга""",ГБОУ школа-интернат № 67 Пушкинского района Санкт-Петербурга,"196602, Санкт-Петербург, Пушкин, Сапёрная улица 9, литер А",Азацкая Тамара Васильевна,+7(812)4652608,+7(812)4652608,galimari@mail.ru,город Пушкин,7820020688,1027809009084,
Пушкинский,"Государственное бюджетное общеобразовательное учреждение для детей, нуждающихся в длительном лечении, школа-интернат № 68 Пушкинского района Санкт-Петербурга",ГБОУ школа-интернат № 68 Санкт-Петербурга»,"196623, Санкт-Петербург, г. Павловск, Садовая ул. д. 51 лит. А",Кутчиева Лидия Борисовна,+7(812)4176334,+7(812)4176334,68internat@gmail.соm,город Павловск,7822005572,1027809010041,
Центральный,"Государственное бюджетное общеобразовательное учреждение школа  №5 Центрального района Санкт-Петербурга""",ГБОУ школа № 5 Центрального района Санкт-Петербурга,"191144, Санкт-Петербург, ул. Моисеенко, д. 19, лит. А",Волошенюк Татьяна Петровна,271 35 11,,sch5@center-edu.spb.ru,80,7825427879,1027809226312,
Центральный,Государственное бюджетное общеобразовательное учреждение школа №18 Центрального района Санкт-Петербурга,ГБОУ школа № 18 Центрального района Санкт-Петербурга,"193015, Санкт-Петербург, ул. Кавалергардская, д. 9-11-13, лит.  А",Тихомирова Алена Владимировна,275 62 67,,sch18@center-edu.spb.ru,80,7825425864,1027809248807,
Центральный,Государственное бюджетное общеобразовательное учреждение Центр образования № 80 Центрального района Санкт-Петербурга ,ГБОУ Центр образования № 80,"Санкт-Петербург, ул. 8-я Советская, д. 62, лит. А",Камердинеров Виталий Георгиевич,271 07 81,,sch80@center-edu.spb.ru,80,7842006091,1047844001446,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 122 Центрального района Санкт-Петербурга,ГБОУ СОШ № 122 Центрального района СПб,"Санкт-Петербург, переулок Графский, д. 1, лит. А",Кулиева Ирина Рафаэльевна,417 32 27                      ,,sch122@center-edu.spb.ru,82,7825425600,1027809241118,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 153 Центрального района Санкт-Петербурга ,ГБОУ СОШ № 153 Центрального района СПб,"191036, Санкт-Петербург, ул. Гончарная, д. 15, лит. А",Сидорова Лия Геннадьевна,717 18 42 ,,sch153@center-edu.spb.ru,81,7825432029,1027809254593,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 155 Центрального района Санкт-Петербурга ,ГБОУ гимназия №155,"191036, Санкт-Петербург, Греческий пр., д. 21, лит. А, Б, Г",Гузовская Татьяна Олеговна,417 32 40,,sch155@center-edu.spb.ru,80,7825422408,1027809217480,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 157 Санкт-Петербурга имени принцессы Е.М.Ольденбургской ,ГБОУ гимназия №157 Санкт-Петербурга,"191124, Санкт-Петербург, ул. Пролетарской Диктатуры, д.1, лит. А, Б",Сидоров Евгений Петрович,271 13 29,,sch157@center-edu.spb.ru,80,7825663139,1027809238467,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 163 Центрального района Санкт-Петербурга ,ГБОУ школа № 163,"193015, Санкт-Петербург, ул. Кирочная, д. 54, лит. А, Г.",Антонова Лидия Викторовна,275 21 24,,sch163@center-edu.spb.ru,80,7825444994,1037843047912,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 166 Центрального района Санкт-Петербурга ,ГБОУ гимназия № 166 Центрального района Санкт-Петербурга,"191036, Санкт-Петербург, Прудковский пер., д.1/8",Карачевцев Игорь Альбертович,579 18 74 ,,sch166@center-edu.spb.ru,80,7825427131,1037843033030,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 167 Центрального района Санкт-Петербурга ,ГБОУ школа № 167 Центрального района Санкт-Петербурга,"191024, Санкт-Петербург, ул. Херсонская, д.9/11, лит. А.",Бегельдиева Светлана Магометовна,274 06 47 ,,sch167@center-edu.spb.ru,80,7825424797,1027809226653,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 168 Центрального района Санкт-Петербурга ,ГБОУ гимназия № 168 Центрального района Санкт-Петербурга,"Санкт-Петербург, Невский пр., д. 169",Лебедева Светлана Андреевна,271 75 41,,sch168@center-edu.spb.ru,81,7825468762,1037843004891,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 169 с углубленным изучением английского языка Центрального района Санкт-Петербурга,ГБОУ школа № 169 с углубленным изучением английского языка Центрального района Санкт-Петербурга,"191024, Санкт-Петербург, ул. Харьковская, д. 13, лит. А.",Калашникова Маргарита Анатольевна,417 32 50,,sch169@center-edu.spb.ru,81,7825441231,1027809243571,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия №171 Центрального района Санкт-Петербурга ,ГБОУ гимназия № 171 Центрального района Санкт-Петербурга,"191014, Санкт-Петербург, ул. Маяковского, д. 9/16, лит. А",Кибальник Тамара Петровна,417 56 32,,sch171@center-edu.spb.ru,79,7825128389,1027809204169,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 174 Центрального района Санкт-Петербурга ,ГБОУ школа № 174,"191015, Санкт-Петербург, Дегтярный пер., д. 24, лит. А.",Финагина Ольга Валерьевна,573 97 93,,sch174@center-edu.spb.ru,80,7825439916,1037843012866,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 178 Центрального района Санкт-Петербурга,ГБОУ школа № 178,"191144, Санкт-Петербург, ул. 9-я Советская, д. 31, лит. А.   ",Митрофанова Светлана Владиславовна,271 71 11 ,,sch178@center-edu.spb.ru,80,7825425350,1037843005881,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 181 Центрального района Санкт-Петербурга ,ГБОУ школа № 181 Центрального района СПб,"191028, Санкт-Петербург, Соляной пер., д. 12, лит. А.",Воронова Зинаида Павловна,273 15 62,,sch181@center-edu.spb.ru,79,7825125204,1037843011205,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 183 с углубленным изучением английского языка Центрального района Санкт-Петербурга ,ГБОУ СОШ № 183 Центрального района Санкт-Петербурга,"191123, Санкт-Петербург, ул. Кирочная, д. 28а, лит. А.",Скрыльникова Елена Станиславовна,579 22 02,,sch183@center-edu.spb.ru,80,7825127794,1037843002691,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 185 с углубленным изучением английского языка Центрального района Санкт-Петербурга ,ГБОУ СОШ № 185 с углубленным изучением английского языка Центрального района Санкт-Петербурга,"191123, Санкт-Петербург, ул. Шпалерная, д. 33, лит. А, В. 191123, Санкт-Петербург, ул. Захарьевская, д. 14, лит. А, Б.  ",Гурьянова Юлия Викторовна,272 13 29,,sch185@center-edu.spb.ru,79,7825128734,1027809246046,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 189 «Шанс» Центрального района Санкт-Петербурга ,ГБОУ школа № 189 «Шанс» Центрального района Санкт-Петербурга,"г.Санкт-Петербург, улица Пестеля, дом 16б, литера Б",Герасименко Анна Сергеевна,272 47 13,,sch189@center-edu.spb.ru,79,7825014590,1037843029025,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 190 Центрального района Санкт-Петербурга ,ГБОУ гимназия № 190 Центрального района Санкт-Петербурга,"191028, Санкт-Петербург, наб. р. Фонтанки, д. 22, лит. А.",Лысакова Ирина Васильевна,273 34 28,,sch190@center-edu.spb.ru,79,7825129801,1027809252130,
