ОГРН,Полное наименование ОУ по Уставу,Краткое наименование,Адрес ОУ,Должность руководителя,ФИО руководителя,Тип ОУ,Вид ОУ,Телефон,Подведомственность,Район,Адрес сайта,email,Количество групп
1187847210935,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №492 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №492,"Санкт-Петербург г, Димитрова ул, 39, 4, 192288",Директор,Воронова Алла Владимировна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-246-29-61,Фрунзенский,Фрунзенский,http://school492-spb.ru,sch492@petersburgedu.ru,0
1027809241118,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №122 Центрального района,ГБОУ СОШ №122,"Санкт-Петербург г, Графский пер, 1, А, 191002",Директор,Кулиева Ирина Рафаэльевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,7-812-764-65-50,Центральный,Центральный,www.school122-spb.narod.ru,sch122@center-edu.spb.ru,0
1027809254593,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №153 Центрального района Санкт-Петербурга имени Героя Российской Федерации В.В.Таташвили,ГБОУ СОШ №153,"Санкт-Петербург г, Гончарная ул, 15, А, 191036",Директор,Сидорова Лия Геннадьевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-717-18-42,Центральный,Центральный,http://sch153.petersburgedu.ru,sch153@center-edu.spb.ru,0
1037843047912,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №163 Центрального района Санкт-Петербурга,ГБОУ СОШ №163,"Санкт-Петербург г, Кирочная ул, 54, 191015",Директор,Антонова Лидия Викторовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,7-812-275-21-24,Центральный,Центральный,"",sch163@center-edu.spb.ru,0
1027809226653,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 167 Центрального района Санкт-Петербурга,ГБОУ СОШ №167,"Санкт-Петербург г, Херсонская ул, 9/11, 191024",Директор,Бегельдиева Светлана Магометовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-274-06-47,Центральный,Центральный,"",sch167@center-edu.spb.ru,0
1037843012866,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №174 Центрального района Санкт-Петербурга,ГБОУ СОШ №174,"Санкт-Петербург г, Дегтярный пер, 24, А, 191015",Директор,Финагина Ольга Валерьевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-573-97-93,Центральный,Центральный,http://школа174.рф,sch174@center-edu.spb.ru,0
1037843005881,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №178 Центрального района Санкт-Петербурга,ГБОУ СОШ №178,"Санкт-Петербург г, Советская 9-я ул, 31, А, 191144",Директор,Митрофанова Светлана Владиславовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-271-71-11,Центральный,Центральный,"",sch178@center-edu.spb.ru,0
1037843011205,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №181 Центрального района Санкт-Петербурга,ГБОУ СОШ №181,"Санкт-Петербург г, Соляной пер, 12, А, 191028",Директор,Воронова Зинаида Павловна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-273-15-62,Центральный,Центральный,http://gousosh181tsr.acentr.gov.spb.ru/,sch181@center-edu.spb.ru,0
1037843029025,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №189 ""Шанс"" Центрального района Санкт-Петербурга",ГБОУ СОШ №189,"Санкт-Петербург г, Пестеля ул, 16, Б, 191028",Директор,Герасименко Анна Сергеевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-272-47-13,Центральный,Центральный,www.spbschool189.ucoz.ru,sch189@center-edu.spb.ru,0
1037843019169,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №193 Центрального района Санкт-Петербурга,ГБОУ СОШ №193,"Санкт-Петербург г, Гродненский пер, 8-10, А, 191123",Директор,Хохлова Елена Евгеньевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-53-91,Центральный,Центральный,http://www.school193spb.ru,sch193@center-edu.spb.ru,0
1037843021446,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №206 Центрального района Санкт-Петербурга,ГБОУ СОШ №206,"Санкт-Петербург г, Реки Фонтанки наб, 62, А, 191002",Директор,Канашенок Мария Михайловна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-712-05-65,Центральный,Центральный,school206.ru,sch206@сenter-edu.spb.ru,3
1037843005441,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №210 Центрального района Санкт-Петербурга,ГБОУ СОШ №210,"Санкт-Петербург г, Невский пр-кт, 14, А, 191186",Директор,Максимчик Татьяна Геннадьевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-312-85-18,Центральный,Центральный,"",sch210@center-edu.spb.ru,0
1027809223518,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №216 имени А.Мицкевича Центрального района Санкт-Петербурга,ГБОУ СОШ №216,"Санкт-Петербург г, Графский пер, 8, А, 191025",Директор,Фузеева Ирина Васильевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,7-812-417-53-89,Центральный,Центральный,"",sch216@center-edu.spb.ru,0
1037843091208,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №294 Центрального района Санкт-Петербурга,ГБОУ СОШ №294,"Санкт-Петербург г, Коломенская ул, 6, Б, 191040",Директор,Замотина Наталия Юрьевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-55-57,Центральный,Центральный,"",sch294@center-edu.spb.ru,0
1027809256617,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 304 ""Центр подготовки кадет"" Центрального района Санкт-Петербурга",ГБОУ СОШ №304,"Санкт-Петербург г, Черняховского ул, 30, А, 191119",Директор,Чекина Валентина Дмитриевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-246-20-04,Центральный,Центральный,http://school304.ru,sch304@center-edu.spb.ru,1
1037843003428,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 308 Центрального района Санкт-Петербурга,ГБОУ СОШ №308,"Санкт-Петербург г, Бородинская ул, 8-10, А, 191180",Директор,Микляева Ирина Владимировна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-407-55-23,Центральный,Центральный,http://school308.ru,sсh308@center-edu.spb.ru,0
1027809237246,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №309 Центрального района Санкт-Петербурга,ГБОУ СОШ №309,"Санкт-Петербург г, Константина Заслонова ул, 6, А, 191119",Директор,Шаповалова Вера Михайловна,Общеобразовательные учреждения,Средняя общеобразовательная школа,7-812-241-27-21,Центральный,Центральный,"",sch309@center-edu.spb.ru,4
1037843044601,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №321 Центрального района Санкт-Петербурга,ГБОУ СОШ №321,"Санкт-Петербург г, Социалистическая ул, 7/11, 191119",Директор,Машковцев Дмитрий Владимирович,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-764-86-38,Центральный,Центральный,"",sch321@center-edu.spb.ru,0
1037843060408,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №612 Центрального района Санкт-Петербурга,ГБОУ СОШ №612,"Санкт-Петербург г, Звенигородская ул, 30, А, 191119",Директор,Трошнева Елена Николаевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-67-20,Центральный,Центральный,www.sch612.edusite.ru,sch612@center-edu.spb.ru,0
1037843105410,"Санкт-Петербургское государственное бюджетное нетиповое образовательное учреждение ""Санкт-Петербургский музыкальный лицей""",ГБНОУ СПБ музыкальный лицей,"Санкт-Петербург г, Ставропольская ул, 9, А, 191124",Директор,Романов Виталий Владимирович,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-271-07-85,Центральный,Центральный,"",director@muzlyceum.spb.ru,0
1027809214685,"Частное общеобразовательное учреждение ""Школа Экспресс"" Санкт-Петербурга","ЧОУ ""Школа Экспресс""","Санкт-Петербург г, Басков пер, 8, 191014",Директор,Владимирская Ольга Дмитриевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,7-921-954-00-43,Центральный,"","","",0
1027807578600,"Частное образовательное учреждение Средняя общеобразовательная Гуманитарно-художественная школа ""МИРТ""","ЧОУ ГХШ ""МИРТ""","Санкт-Петербург г, Гагаринская ул, 5, А, 191187",Директор,Петрова Вера Марковна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-244-09-50,Центральный,"","","",0
1157800005065,"Автономная некоммерческая организация общеобразовательная ""Международная школа Герценовского университета""",НОУ МШГУ,"Санкт-Петербург г, Восстания ул, 8, Б, 191025",Директор,Лаптева Лилия Брониславовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-275-67-17,Центральный,"","","",0
1037843037858,"Частное общеобразовательное учреждение ""Школа Народного Искусства Императрицы Александры Федоровны""",ЧОУ ШНИ,"Санкт-Петербург г, Фурштатская ул, 19, 191028",Директор,Пономарева Наталья Ивановна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-714-09-38,Центральный,"","","",0
1177800000047,"Общеобразовательная автономная некоммерческая организация ""ШКОЛА ""УНИСОН""","ОАНО ""ШКОЛА ""УНИСОН""","Санкт-Петербург г, Реки Фонтанки наб, 55, 191023",Директор,Герапинович Лариса Рудольфовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-571-83-57,Центральный,"","","",0
1177847116402,"Федеральное казенное государственное общеобразовательное учреждение ""Санкт-Петербургский кадетский корпус Следственного комитета Российской Федерации""",С-Пб кадетский корпус СК РФ,"Санкт-Петербург г, Набережная реки Мойки, 96, 191186",Директор,Сиренко Игорь Степанович,Общеобразовательные учреждения,Средняя общеобразовательная школа,7-812-409-81-98,Центральный,Центральный,"",kadetpetra1@skspba.ru,0
1027806074768,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 348 Невского района Санкт-Петербурга,ГБОУ СОШ №348,"Санкт-Петербург г, Шлиссельбургский пр-кт, 43, А, 192177",Директор,Васильева Валентина Николаевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-35-59,Невский,Невский,"",sc348spb@yandex.ru,0
1037825017603,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 332 Невского района Санкт-Петербурга,ГБОУ СОШ №332,"Санкт-Петербург г, Товарищеский пр-кт, 10, А, 2, 193312",Директор,Красюк Светлана Ивановна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-584-54-98,Невский,Невский,http://school332.ru,spb_school332@mail.ru,0
1027806891419,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 55 Петроградского района Санкт-Петербурга,ГБОУ СОШ №55,"Санкт-Петербург г, Левашовский пр-кт, 5, А, 197136",Директор,Данько Наталья Сергеевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-235-11-31,Петроградский,Петроградский,sch055.petersburgedu.ru,shool55piter@yandex.ru,3
1037828002739,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 91 Петроградского района Санкт-Петербурга,ГБОУ СОШ №91,"Санкт-Петербург г, Сытнинская пл, 5/7, А, 197101",Директор,Духова Наталия Борисовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-242-30-25,Петроградский,Петроградский,sch091.petersburgedu.ru,sch091@petersburgedu.ru,3
1027804903466,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №489 Московского района Санкт-Петербурга,ГБОУ СОШ №489,"Санкт-Петербург г, Московский пр-кт, 203, А, а, 196066",Директор,Калашникова Ольга Николаевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-373-29-62,Московский,Московский,"",school489@spb.edu.ru,4
1027807992827,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 365 Фрунзенского района Санкт-Петербурга имени Героя Советского Союза М.П. Краснолуцкого,ГБОУ СОШ №365,"Санкт-Петербург г, Будапештская ул, 93, А, 192283",Директор,Лысенкова Елена Евгеньевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-20-65,Фрунзенский,Фрунзенский,"",school365@spb.edu.ru,5
1037835054575,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №367 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №367,"Санкт-Петербург г, Дунайский пр-кт, 43, А, 2, 192281",Директор,Соколова Ирина Геннадьевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-778-82-42,Фрунзенский,Фрунзенский,"",school367@spb.edu.ru,4
1117847367164,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 684 ""Берегиня"" Московского района Санкт-Петербурга","ГБОУ СОШ №684 ""Берегиня""","Санкт-Петербург г, Пулковское ш, 5, А, 3, 196240",Директор,Ковтун Владимир Викторович,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-573-97-18,Московский,Московский,"",school684@spb.edu.ru,13
1027804892345,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 358 Московского района Санкт-Петербурга,ГБОУ СОШ №358,"Санкт-Петербург г, Варшавская ул, 40, А, 196128",Директор,Артюхина Елена Александровна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-65-59,Московский,Московский,"",school358@mail.ru,4
1027804895128,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №372 Московского района Санкт-Петербурга,ГБОУ СОШ №372,"Санкт-Петербург г, Витебский пр-кт, 73, А, 2, 196233",Директор,Шепелев Артур Викторович,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-727-00-96,Московский,Московский,"",school372@spb.edu.ru,4
1167847321861,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 100 Калининского района Санкт-Петербурга,ГБОУ СОШ №100,"Санкт-Петербург г, Бестужевская, 5, 1, 195252",Директор,Лудкова Олеся Анатольевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-247-44-52,Калининский,Калининский,school100spb.ru,school100spb.ru,11
1037835048041,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №322 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №322,"Санкт-Петербург г, Олеко Дундича ул, 38, А, 3, 192289",Директор,Лебедева Елена Николаевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-708-28-63,Фрунзенский,Фрунзенский,"",school322@spb.edu.ru,4
1137847313009,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 376 Московского района Санкт-Петербурга,ГБОУ СОШ №376,"Санкт-Петербург г, 5-й Предпортовый проезд, 8, А, 2, 196240",Директор,Дмитриенко Мария Александровна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-620-92-22,Московский,Московский,376.spb.ru,sch376@petersburgedu.ru,3
1027807992794,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 296 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №296,"Санкт-Петербург г, Пражская ул, 30, A, 1, 192238",Директор,Алексеева Светлана Анатольевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-269-13-02,Фрунзенский,Фрунзенский,"",dou296@edu-frn.spb.ru,11
1027809003551,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 407 Пушкинского района Санкт-Петербурга,ГБОУ СОШ №407,"Санкт-Петербург г, Пушкин г, Генерала Хазова ул, 18, А, 196606",Директор,Тарелкина Ольга Владимировна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-57-44,Пушкинский,Пушкинский,"",Push407@yandex.ru,4
1027804604002,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 262 Красносельского района Санкт-Петербурга,ГБОУ СОШ №262,"Санкт-Петербург г, Лермонтова ул, 23, А, 198320",Директор,Чепкин Сергей Михайлович,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-51-35,Красносельский,Красносельский,"",school262@mail.ru,2
1027804601912,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 275 Красносельского района Санкт-Петербурга,ГБОУ СОШ №275,"Санкт-Петербург г, Красное Село г, Хвойный тер, 115, А, 198327",Директор,Налимова Ольга Викторовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-417-61-14,Красносельский,Красносельский,"",school-275@yandex.ru,6
1027807991518,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №202 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №202,"Санкт-Петербург г, Белградская ул, 8, 2, 192242",Директор,Головко Наталья Викторовна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-774-74-49,Фрунзенский,Фрунзенский,school202spb.ucoz.ru,school202@spb.edu.ru,4
1027802506071,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 619 Калининского района Санкт-Петербурга,ГБОУ СОШ №619,"Санкт-Петербург г, Демьяна Бедного ул, 4, 2, 195274",Директор,Байкова Ирина Григорьевна,Общеобразовательные учреждения,Средняя общеобразовательная школа,8-812-290-00-94,Калининский,Калининский,www.school619.ru,Ds619@mail.ru,11
1027810346739,Государственное бюджетное общеобразовательное учреждение школа-интернат № 2 Адмиралтейского района Санкт-Петербурга,ГБС(К) ОУ инт №2,"Санкт-Петербург г, Старо-Петергофский пр-кт, 33, Б, 190020",Директор,Черных Марина Геннадьевна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-252-04-56,Адмиралтейский,Адмиралтейский,"",schoolTnr2@mail.ru,0
1027801583204,Государственное бюджетное общеобразовательное учреждение школа-интернат №1 Выборгского района Санкт-Петербурга,ГБОУ школа-интернат №001,"Санкт-Петербург г, Энгельса пр-кт, 4, 194156",Директор,Крутицкая Наталья Михайловна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-294-04-01,Выборгский,Выборгский,"",001@shko.la,0
1027801583226,Государственное бюджетное общеобразовательное учреждение школа-интернат №33 Выборгского района Санкт-Петербурга,ГБОУ школа-интернат №033,"Санкт-Петербург г, Муринский 2-й пр-кт, 24, 194223",Исполняющий обязанности директора,Пинка Елена Анатольевна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-241-25-44,Выборгский,Выборгский,"",033@shko.la,0
1027802496480,Государственное бюджетное общеобразовательное учреждение школа-интернат №9 Калининского района Санкт-Петербурга,ГБОУ школа-интернат №9,"Санкт-Петербург г, Старцева ул, 7, А, 195220",Директор,Матюхина Елена Владимировна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-64-71,Калининский,Калининский,"", dou9spb@yandex.ru,0
1027802738413,Государственное бюджетное общеобразовательное учреждение школа-интернат № 2 Кировского района Санкт-Петербурга,ГБОУ школа-интернат №2,"Санкт-Петербург г, Трамвайный пр-кт, 24, А, 198216",Исполняющий обязанности директора,Бейнарович Константин Константинович,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-377-21-29,Кировский,Кировский,"",int002@kirov.spb.ru,0
1027808757855,Государственное бюджетное общеобразовательное учреждение школа-интернат № 10 Колпинского района Санкт-Петербурга,ГБОУ школа-инт №10,"Санкт-Петербург г, Южная ул, 29 лит. А, 196643",Директор,Кутузова Екатерина Борисовна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-52-50,Колпинский,Колпинский,"",scint10@spb.edu.ru,0
1027804187850,Государственное бюджетное общеобразовательное учреждение школа-интернат № 6 Красногвардейского района Санкт-Петербурга,ГБОУ школа-интернат №6,"Санкт-Петербург г, Большая Пороховская ул, 52, А, 1, 195248",Директор,Путилова Валентина Андреевна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,7-812-417-25-71,Красногвардейский,Красногвардейский,"",int62008@yandex.ru,0
1027804177037,Государственное бюджетное общеобразовательное учреждение школа-интернат № 1 имени К.К.Грота Красногвардейского района Санкт-Петербурга,ГБОУ школа-инт. №1,"Санкт-Петербург г, Шаумяна пр-кт, 44, А, 195213",Директор,Мухин Алексей Викторович,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-444-39-56,Красногвардейский,Красногвардейский,"",grot-school@mail.ru,0
1027806076033,Государственное бюджетное общеобразовательное учреждение школа-интернат №22 Невского района Санкт-Петербурга.,ГБОУ Ш-И №22,"Санкт-Петербург г, Чернова ул, 13, А, 192012",Директор,Иванова Ирина Юрьевна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-55-54,Невский,Невский,www.internat22.ru,internat-22@yandex.ru,0
1037828000980,Государственное бюджетное общеобразовательное учреждение школа-интернат № 20 Петроградского района Санкт-Петербурга,ГБОУШИ №20,"Санкт-Петербург г, Песочная наб, 14, Б,В, 197022",Директор,Манаскурт Татьяна Юрьевна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-234-61-73,Петроградский,Петроградский,http://int.20ru/,www.school20@bk.ru,0
1027808913384,Государственное бюджетное общеобразовательное учреждение школа-интернат № 49 Петродворцового района Санкт-Петербурга «Школа здоровья»,ГБОУ школа-интернат №49,"Санкт-Петербург г, Санкт-Петербургское ш, 77, 198515",Директор,Поленина Татьяна Михайловна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-421-42-79,Петродворцовый,Петродворцовый,"",int49@spb.edu.ru,0
1027809009997,Государственное бюджетное общеобразовательное учреждение школа-интернат № 8 Пушкинского района Санкт-Петербурга,ГБОУ школа-интернат №8,"Санкт-Петербург г, Павловск г, Мичурина пер, 19, А, 196620",Директор,Смирнова Валентина Петровна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-28-32,Пушкинский,Пушкинский,"",8internat@gmail.com,0
1027809009161,Государственное бюджетное общеобразовательное учреждение школа-интернат № 16 Пушкинского района Санкт-Петербурга,ГБОУ СКОШ-инт №16,"Санкт-Петербург г, Пушкин г, Пушкинская ул, 49, А, 196601",Директор,Станпакова Светлана Дмитриевна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-60-55,Пушкинский,Пушкинский,"",shkola-internat16@yandex.ru,3
1027807997722,Государственное бюджетное общеобразовательное учреждение школа-интернат №37 Фрунзенского района Санкт-Петербурга,ГБСКОУ №37,"Санкт-Петербург г, Турку ул, 16, А, 192238",Директор,Полякова Зинаида Борисовна,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-60-58,Фрунзенский,Фрунзенский,"",int037@petersburgedu.ru,0
1027806075769,Государственное бюджетное общеобразовательное учреждение школа-интернат № 31 Невского района Санкт-Петербурга,ГБОУ Ш-И №31,"Санкт-Петербург г, Елизарова пр-кт, 7, А, а, 192029",Директор,Ганихин Алексей Владимирович,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-417-21-00,Невский,Невский,"", sc_31_nr@mail.ru,0
1027806082391,Государственное бюджетное общеобразовательное учреждение школа-интернат №18 Невского района Санкт-Петербурга,ГБОУ Ш-И №18,"Санкт-Петербург г, Шелгунова ул, 5, А, а, 192174",Директор,Котелевец Виктор Анатольевич,"Специальные (коррекционные) образовательные учреждения для обучающихся, воспитанников с отклонениями в развитии",Специальная (коррекционная) общеобразовательная школа-интернат,8-812-362-06-87,Невский,Невский,http://www.18.internat.ru,internat_18@mail.ru,0
1037851005048,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа № 615 Адмиралтейского района Санкт-Петербурга,ГБОУ НОШ №615,"Санкт-Петербург г, Нарвский пр-кт, 4-6, 190020",Директор,Смирнова Евгения Михайловна,Общеобразовательные учреждения,Начальная общеобразовательная школа,8-812-252-29-04,Адмиралтейский,Адмиралтейский,"",school615@spb.edu.ru,0
1167800052584,Частное образовательное учреждение «Авторская школа «Горный»,ЧОУ «Авторская школа «Горный»,"Санкт-Петербург г, Нахимова ул, 15, Ж, 199226",Директор,Ларионова Галина Кирилловна,Общеобразовательные учреждения,Начальная общеобразовательная школа,7-812-907-20-91,Василеостровский,"","","",0
1027808757646,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа № 453 Колпинского района Санкт-Петербурга,ГБОУ НОШ №453,"Санкт-Петербург г, Школьная ул, 8, А, 196641",Директор,Андреева Светлана Леонидовна,Общеобразовательные учреждения,Начальная общеобразовательная школа,8-812-417-34-37,Колпинский,Колпинский,"",school453@spb.edu.ru,0
1117847071451,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа №437 Курортного района Санкт-Петербурга,ГБОУ НОШ №437,"Санкт-Петербург г, Ленинградская ул, 53, А, 197758",Исполняющий обязанности директора,Сманухина Елена Викторовна,Общеобразовательные учреждения,Начальная общеобразовательная школа,8-812-573-98-49,Курортный,Курортный,"",ML437@yandex.ru,0
